Column1,FormNumber,Question,Cluster,Topic_Keywords,Topic_Headline
421,15,The laboratory was adequately prepared for performing the experiments,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
464,18,The instructor was punctual for the class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
481,19,How many guest lectures were given in your class?,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
482,19,How many times was your class canceled (other than for bad weather)?,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
497,19,The instructor is willing to answer questions or clarify concepts during class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
515,20,The instructor met the class regularly.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
582,24,The approach in this class stressed:,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
785,64,The facilitator is consistently well prepared and organized for class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
831,108,"Given a choice, I would take another class from this instructor.",27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
838,108,The instructor challenged me to do my best work in this class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
840,108,The instructor communicated why the content of this class was important.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
844,108,The instructor outlined the objective(s) for each class session.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
920,222,My TA was always on time for the class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
924,222,TA was prepared for the class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
978,521,The instructor was well prepared for class,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
997,522,The instructor was well prepared for the course,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
1015,523,The instructor was well prepared for the study abroad experience,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
1617,992,My oral communication skills improved because of this discussion class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
1618,992,My understanding of the assigned books improved because of this discussion class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
1619,992,My writing improved because of this discussion class.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
1620,992,"Overall, the discussion class sessions were worthwhile.",27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
1627,992,The instructor held class as scheduled and started promptly.,27,"class, prepared, instructor, discussion, improved",Topic: Class Prepared Instructor
13,1,The assignments for this course were relevant to the lectures or material presented,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
25,1,The quizzes and tests given for this course covered the lectures and material presented,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
122,4, The instructor presented material in an understandable way,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
213,7,The expected course outcomes were presented clearly during the course of the semester.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
216,7,The instructor presents material clearly and effectively.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
217,7,The material presented fit well with the course outcomes.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
240,8,The instructor presented the material in a clear and understandable way.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
294,10,The instructor presented material in an understandable way.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
384,14,Expectations for course assignments and/or exams were clearly presented.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
417,15,The instructor spoke in clearly understandable English.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
499,19,The lectures were clearly presented.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
561,22,The instructor presents the material in a clear and understandable way.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
562,22,The instructor was knowledgeable in the material presented in the course.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
577,23,The quizzes/tests and/or assignments were related to the lectures and course material,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
646,35,The instructor presented the content of the course clearly.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
741,46,Course objectives were clearly outlined and explained.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
752,47,The instructor presented understandable lectures.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
901,207,"Overall, the instructors/speakers presented the material clearly and effectively.",28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1165,709,The objectives of this clerkship were provided and clearly stated.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1318,718,Course objectives were provided and clearly stated.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1433,722,The objectives of this course were provided and clearly stated.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1605,991,"Human Situation lectures helped me to connect choices, actions, and consequences to ethical decision-making.",28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1606,991,Human Situation lectures helped me to develop and express my own understanding and interpretation of the assigned texts.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1607,991,"Human Situation lectures helped me to develop my intercultural competence, knowledge of civic responsibility, and ability to engage effectively in regional, national, and global communities. ",28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1608,991,Human Situation lectures helped me to think critically and rigorously about the assigned texts.,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1609,991,"Human Situation lectures were interesting, engaging, and worthwhile.",28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1614,991,What could be done to improve Human Situation lectures?,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
1615,991,What were the most important benefits of Human Situation lectures?,28,"clearly, presented, lectures, stated, objectives",Topic: Clearly Presented Lectures
52,2, The instructor was receptive to questions and alternate points of view of the subject material ,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
125,4, The instructor was open to alternate points of view of the subject matter,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
297,10,The instructor was open to alternate points of view of the subject matter.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
339,12,Instructor presentation of material,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
340,12,Intructor response to student questions,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
364,13,Instructor response to student questions,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
398,14,The instructor was receptive to students' questions.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
418,15,The instructor was receptive to questions.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
480,19,How could the instructor’s teaching or presentation be improved?,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
750,47,The instructor made the material relevant by discussing applications.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
769,52,The instructor was receptive to questions and alternate points of view of the subject material.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
784,64,The facilitator is approachable and receptive to questions.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
930,222,The TA was receptive to questions and provided sufficient aid and/or clarification when needed.,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
977,521,The instructor was receptive to questions and alternate points of view of the subject material,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
1014,523,The instructor was receptive to questions and alternate points of view of the subject matter covered by the study abroad experience,29,"questions, receptive, instructor, view, points",Topic: Questions Receptive Instructor
15,1,The instructor or the TA answered questions in a timely manner,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
77,3, My work was evaluated in a constructive manner,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
81,3, The instructor evaluated my work in a meaningful and conscientious manner,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
156,5,"The instructor evaluated exams, quizzes, papers or creative activities in a timely manner.",30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
182,6,My work was evaluated in a constructive manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
187,6,The instructor evaluated my work in a meaningful and conscientious manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
380,14,Course assignments usually were returned to students within:,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
382,14,Exams and assignments were returned in a timely manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
383,14,Exams reflected materials covered in lectures and/or course assignments.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
433,17,Graded assignments were returned in a timely manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
451,18,Exams and quizzes emphasized thorough understanding of the course material.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
452,18,Exams and quizzes were fair.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
453,18,"Exams, quizzes, assignments, and projects supported the course objectives.",30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
454,18,"Exams, quizzes, assignments, and projects were graded and returned in a timely manner.",30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
479,19,How could the exams (and/or assignments) be improved?,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
485,19,I found the reading assignments (textbook and others) very useful.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
493,19,The exams (and assignments if any) were returned promptly.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
494,19,The exams were representative of the material covered by the instructor and the reading assignments.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
509,20,The exams and assignments were fairly graded.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
510,20,The exams and assignments were returned promptly.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
523,21,Exams (and assignments if any) were returned promptly.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
524,21,Exams were representative of the material covered by the instructor and the reading assignments.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
594,33,Exams and quizzes reflected material covered in lectures and assignments.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
647,35,The instructor responded to me in a timely manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
829,108,Assignments were graded in a timely manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
923,222,"Quizzes, Laboratory Reports, and Pre-Laboratory Assignments were returned promptly.",30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
1626,992,The instructor evaluated written work in a timely manner.,30,"exams, assignments, manner, timely, quizzes",Topic: Exams Assignments Manner
206,6,Your major department is...,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
230,8,Is this a course in your major?,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
268,9,My major is in:,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
285,9,"What, specifically, were the strengths of the class?",31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
306,10,What are the major strengths of the instructor?,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
345,12,Student Major (Graduate),31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
346,12,Student Major (Undergraduate),31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
355,13,College of your major is:,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
476,18,Your major:,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
1637,992,What are the instructor’s strengths?,31,"major, strengths, specifically, college, undergraduate",Topic: Major Strengths Specifically
805,70,The amount and quality of faculty/staff support were sufficient for course activities.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
806,70,The amount and quality of formal formative feedback were sufficient.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
807,70,The amount and quality of IT resources and support were sufficient for course activities.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
1161,709,The amount and quality of formative feedback was sufficient in this clerkship.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
1244,713,The amount of formative feedback was sufficient in this clerkship.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
1247,713,The quality of formative feedback was sufficient in this clerkship.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
1540,728,The amount of formative feedback was sufficient in this course.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
1545,728,The quality of formative feedback was sufficient in this course.,32,"sufficient, quality, support, formative, activities",Topic: Sufficient Quality Support
1223,712,"The LIC director, academic half-day director, and TJFFCOM staff respect diversity.",33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1224,712,"The LIC director, academic half-day director, and TJFFCOM staff show respectful interactions with students.",33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1229,713,Clerkship directors and TJFFCOM staff respect diversity.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1230,713,Clerkship directors and TJFFCOM staff show respectful interactions with students.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1243,713,Preceptors and residents show respectful interactions with students.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1258,714,This faculty member showed respectful interactions with students.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1325,718,The course director(s) and TJFFCOM staff respect diversity.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1326,718,The course director(s) and TJFFCOM staff show respectful interactions with students.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1529,728,Faculty show respectful interactions with students.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
1539,728,Preceptors show respectful interactions with students.,33,"respectful, interactions, tjffcom, staff, director",Topic: Respectful Interactions Tjffcom
224,7,What is your cumulative G.P.A.?,34,"cumulative, gpa, range, fall, does",Topic: Cumulative Gpa Range
231,8,My cumulative GPA is:,34,"cumulative, gpa, range, fall, does",Topic: Cumulative Gpa Range
267,9,In what range does your current GPA fall?,34,"cumulative, gpa, range, fall, does",Topic: Cumulative Gpa Range
343,12,Overall GPA,34,"cumulative, gpa, range, fall, does",Topic: Cumulative Gpa Range
388,14,My approximate overall GPA is:,34,"cumulative, gpa, range, fall, does",Topic: Cumulative Gpa Range
47,2, The instructor presented the subject matter for this course clearly by using effective teaching techniques ,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
82,3, The instructor gave assignments that were useful for learning the subject matter,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
87,3, The instructor was knowledgeable about the subject matter,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
110,4, Course assignments were useful for learning the subject matter,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
124,4, The instructor was effective in helping me think critically about the subject matter,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
155,5,The instructor encouraged questions and student interpretation of subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
161,5,The instructor seemed well informed and up-to-date on course material and subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
163,5,The instructor used academic sources and knowledge effectively to reinforce subject matter in course.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
165,5,The instructor used professional experiences and knowledge effectively to reinforce subject matter presented in course.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
188,6,The instructor gave assignments that were useful for learning the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
193,6,The instructor was knowledgeable about the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
210,7,I am interested in the course subject.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
249,8,The laboratory enriched my understanding of the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
288,10,Course assignments were useful for learning the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
296,10,The instructor was effective in helping me think critically about the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
311,11,Foundation module assignments were useful for learning the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
387,14,Lectures and assignments stimulated my thinking about the subject.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
460,18,The instructor inspired confidence through his/her knowledge of the subject.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
483,19,I am more interested in the subject now than when I started the course.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
498,19,The instructor made the subject intellectually stimulating.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
511,20,The instructor has a good command of the subject.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
591,24,The subject matter of the course was difficult.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
763,52,The instructor presented the subject matter for this course clearly by using effective teaching techniques.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
810,70,The instructor presented the subject matter clearly.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
819,105,The course was organized and effective for learning the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
842,108,The instructor demonstrated appropriate expertise in the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
850,108,The pace of this class was appropriate given the subject matter.,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
971,521,The instructor presented the subject matter for this course clearly by using effective teaching techniques,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
1007,523,The activities of this study abroad experience were effective in teaching the subject matter,35,"subject, matter, instructor, presented, effective",Topic: Subject Matter Instructor
123,4, The instructor was available to help students outside of class,36,"hours, outside, class, office, available",Topic: Hours Outside Class
141,5,How many credit hours did you complete this semester?,36,"hours, outside, class, office, available",Topic: Hours Outside Class
146,5,"On average, how many hours per week did you typically spend in working at a paying job this semester?",36,"hours, outside, class, office, available",Topic: Hours Outside Class
147,5,"On average, how many hours per week did you typically spend on work for this course beyond its regularly scheduled class meetings?",36,"hours, outside, class, office, available",Topic: Hours Outside Class
166,5,"The instructor was available outside of class during posted office hours, online or by appointment.",36,"hours, outside, class, office, available",Topic: Hours Outside Class
295,10,The instructor was available to help students outside of class.,36,"hours, outside, class, office, available",Topic: Hours Outside Class
391,14,The average number of hours per week that I spent studying for this class was:,36,"hours, outside, class, office, available",Topic: Hours Outside Class
414,15,"The expectations of this class (in terms of lab reports, time spent outside of class and difficulty of experiments) were:",36,"hours, outside, class, office, available",Topic: Hours Outside Class
484,19,I found the outside assignments (if any) very useful.,36,"hours, outside, class, office, available",Topic: Hours Outside Class
490,19,"Over a semester, how many hours did you visit the Geoscience Learning Center?",36,"hours, outside, class, office, available",Topic: Hours Outside Class
495,19,The instructor is accessible to students during office hours outside of class.,36,"hours, outside, class, office, available",Topic: Hours Outside Class
513,20,The instructor is willing to help students outside of class time.,36,"hours, outside, class, office, available",Topic: Hours Outside Class
533,21,The assistant is accessible to students during office hours outside of the class.,36,"hours, outside, class, office, available",Topic: Hours Outside Class
740,46,Amount of work required was consistent with the credit hours earned.,36,"hours, outside, class, office, available",Topic: Hours Outside Class
753,47,"The instructor was available (in class, in the office, via E-mail,etc.) for individual consultation.",36,"hours, outside, class, office, available",Topic: Hours Outside Class
847,108,"The instructor was available for assistance (e.g., email, office hours, appointments).",36,"hours, outside, class, office, available",Topic: Hours Outside Class
1233,713,"I exceeded the duty hour limit during my clerkship (80 hours/ week on average over a 4-week period, 24 hours off every 2 weeks).",36,"hours, outside, class, office, available",Topic: Hours Outside Class
14,1,The course material was delivered by: Choose all that apply,37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
44,2, The course material was delivered by: Choose all that apply,37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
1331,718,The teaching enabled me to apply the course content to clinical scenarios.,37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
1332,718,"The teaching included the integration of basic and clinical sciences, using clinically relevant examples.",37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
1436,722,"The teaching included the integration of basic and clinical sciences, using clinically relevant examples. ",37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
1477,724,The instruction enabled me to apply course content into household visits.,37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
1484,725, The instruction enabled me to apply course content into household visits.,37,"apply, clinical, enabled, teaching, scenarios",Topic: Apply Clinical Enabled
639,35,The clinical experience provided me with opportunities to develop the systematic plan of care for the assigned patient/population.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1152,709,"Clerkship leadership (site director, clerkship director, LIC director, etc.) was accessible and responsive to student problems encountered during this clerkship.",38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1154,709,I participated in mid-clerkship feedback during this clerkship.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1155,709,I was observed performing the relevant portions of the physical or mental status exam during this clerkship.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1156,709,I was observed taking the relevant portions of the patient history during this clerkship,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1157,709,I was provided an opportunity for continuity of patient care (encountering or caring for the same patient more than once) during this clerkship.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1164,709,The clinical faculty provided effective teaching during this clerkship.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1168,709,The residents provided effective teaching during this clerkship (Please choose N/A if you did not work with residents during this clerkship).,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1234,713,I participated in mid-clerkship feedback with the clerkship directors and/or the LIC director during this clerkship.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1236,713,I was observed taking the relevant portions of the patient history during this clerkship.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
1533,728,I was provided an opportunity for continuity of patient care (encountering or caring for the same patient more than once) during this course.,38,"clerkship, patient, portions, observed, relevant",Topic: Clerkship Patient Portions
75,3," In this course, I expect to receive a grade of",39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
144,5,"In this course, I expect to receive a grade of:",39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
145,5,My overall grade point average is:,39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
209,7,Final grade you expect to receive in this course is:,39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
225,8,Final Grade I expect to receive in this course is:,39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
333,12,Expected Course Grade,39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
392,14,The grade that I expect to receive in this course is:,39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
472,18,What grade do you expect in this course?,39,"grade, expect, receive, final, course",Topic: Grade Expect Receive
799,70,Learning spaces were appropriate for course activities.,40,"learning, spaces, active, sessions, facilitated",Topic: Learning Spaces Active
1064,703,Learning spaces were appropriate for course activities. ,40,"learning, spaces, active, sessions, facilitated",Topic: Learning Spaces Active
1316,718,Active learning sessions facilitated my learning.,40,"learning, spaces, active, sessions, facilitated",Topic: Learning Spaces Active
1468,724,"Active learning sessions, as part of an interprofessional team, facilitated my learning.",40,"learning, spaces, active, sessions, facilitated",Topic: Learning Spaces Active
2,1,Course Objectives were clearly indicated in the syllabus or somewhere online,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
7,1,I have taken an online course before,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
9,1,"If asked by a peer, I would recommend taking this course online",41,"recommend, online, course, students, taken",Topic: Recommend Online Course
22,1,The online course was easy to navigate,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
27,1,This course material was well suited for online delivery,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
38,2, I have taken an online course before,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
40,2, I will recommend this instructor to other students for the same course,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
41,2," If asked by a peer, I would recommend taking this course online",41,"recommend, online, course, students, taken",Topic: Recommend Online Course
54,2, The online course was easy to navigate,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
58,2, This course material was well suited for online delivery,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
286,9,Would you recommend this instructor to other students? Why?,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
487,19,I would recommend this course to a fellow student.,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
488,19,I would recommend this instructor to a fellow student.,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
579,24,I would recommend this course to other students.,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
760,52,I will recommend this instructor to other students for the same course.,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
779,64,I would recommend this facilitator for future workshops.,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
780,64,I would recommend this workshop to another student.,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
968,521,I will recommend this instructor to other students for the same course,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
1006,523,I will recommend this study abroad experience to other students,41,"recommend, online, course, students, taken",Topic: Recommend Online Course
1,1,Audio used in this course was effective in learning the course material,42,"effective, course, used, material, learning",Topic: Effective Course Used
10,1,Images used in this course made learning the course material easier,42,"effective, course, used, material, learning",Topic: Effective Course Used
21,1,The online course delivery method was condusive to learning the material,42,"effective, course, used, material, learning",Topic: Effective Course Used
31,1,Video used in this course was effective in learning the course material,42,"effective, course, used, material, learning",Topic: Effective Course Used
35,2, Audio used in this course was effective in learning the course material,42,"effective, course, used, material, learning",Topic: Effective Course Used
42,2, Images used in this course made learning the course material easier,42,"effective, course, used, material, learning",Topic: Effective Course Used
53,2, The online course delivery method was condusive to learning the material,42,"effective, course, used, material, learning",Topic: Effective Course Used
62,2, Video used in this course was effective in learning the course material,42,"effective, course, used, material, learning",Topic: Effective Course Used
404,14,The text(s) used in this course was helpful,42,"effective, course, used, material, learning",Topic: Effective Course Used
578,23,The technology used to deliver this course was helpful [beneficial] to learning the material,42,"effective, course, used, material, learning",Topic: Effective Course Used
1055,701,The teaching in this course was effective.,42,"effective, course, used, material, learning",Topic: Effective Course Used
48,2, The instructor set forth course requirements clearly and relatively early in the semester,43,"requirements, set, forth, early, relatively",Topic: Requirements Set Forth
350,12,This course meets my requirements for:,43,"requirements, set, forth, early, relatively",Topic: Requirements Set Forth
764,52,The instructor set forth course requirements clearly and relatively early in the semester.,43,"requirements, set, forth, early, relatively",Topic: Requirements Set Forth
972,521,The instructor set forth course requirements clearly and relatively early in the semester,43,"requirements, set, forth, early, relatively",Topic: Requirements Set Forth
1010,523,The instructor set forth requirements for the study abroad experience clearly and relatively early in the semester,43,"requirements, set, forth, early, relatively",Topic: Requirements Set Forth
46,2, The instructor generally was available to consult with and assist students,44,"assistant, available, teaching, students, consult",Topic: Assistant Available Teaching
221,7,The teaching assistant was available and helpful to the students.,44,"assistant, available, teaching, students, consult",Topic: Assistant Available Teaching
243,8,The instructor was available for consultation.,44,"assistant, available, teaching, students, consult",Topic: Assistant Available Teaching
